ORF	Gene_name	Phenotypic_potential	AMS_PPI_degree	LC_SLI_degree	Haploid_fitness	Description
YJL057C	IKS1	0.4296	NA	NA	0.994	Putative serine/threonine kinase; expression is induced during mild heat stress; deletion mutants are hypersensitive to copper sulphate and resistant to sorbate; interacts with an N-terminal fragment of Sst2p
YDR105C	TMS1	0.4293	NA	NA	0.954	Vacuolar membrane protein of unknown function that is conserved in mammals; predicted to contain eleven transmembrane helices; interacts with Pdr5p, a protein involved in multidrug resistance
YPL051W	ARL3	0.4289	4	30	0.981	GTPase of the Ras superfamily required to recruit Arl1p to the Golgi; similar to ADP-ribosylation factor
YGL096W	TOS8	0.4288	2	NA	1.029	Homeodomain-containing transcription factor; SBF regulated target gene that in turn regulates expression of genes involved in G1/S phase events such as bud site selection, bud emergence and cell cycle progression; similarity to Cup9p
YLR376C	PSY3	0.4288	NA	NA	1.019	Protein of unknown function; deletion results in a mutator phenotype suggesting a role for this protein as a mutational suppressor; deletion increases sensitivity to anticancer drugs oxaliplatin and cisplatin but not mitomycin C
YGR206W	YGR206W	0.4285	2	1	0.973	ESCRT-I subunit necessary for the efficient transport of cargo proteins to the vacuolar lumen; deletion mutant sensitive to rapamycin and nystatin; green fluorescent protein (GFP)-fusion protein localizes to endosome
YLR400W	YLR400W	0.4284	NA	NA	0.996	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
YJR003C	YJR003C	0.4284	NA	NA	1.013	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YDR067C	OCA6	0.4281	1	NA	1.007	Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts
YKL191W	DPH2	0.4277	10	NA	1.058	Protein required, along with Dph1p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph1p and Kti11p
YGL010W	YGL010W	0.4277	NA	NA	1.065	Putative protein of unknown function; YGL010W is not an essential gene
YJR126C	VPS70	0.4276	NA	NA	1.058	Protein of unknown function involved in vacuolar protein sorting
YNL106C	INP52	0.4275	16	8	1.029	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase, synaptojanin-like protein with an N-terminal Sac1 domain, plays a role in endocytosis; hyperosmotic stress causes translocation to actin patches
YKR084C	HBS1	0.4271	NA	NA	0.921	GTP binding protein with sequence similarity to the elongation factor class of G proteins, EF-1alpha and Sup35p; associates with Dom34p, and shares a similar genetic relationship with genes that encode ribosomal protein components
YMR316C-B	YMR316C-B	0.4271	NA	NA	1.062	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
YGR231C	PHB2	0.4269	12	4	0.969	Subunit of the prohibitin complex (Phb1p-Phb2p), a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation
YGL181W	GTS1	0.4269	1	4	1.007	Protein containing a zinc-finger in the N-terminus and a long Gln-rich region in the C-terminus; regulates ultradian rhythm, cell size, cell cycle, lifespan, sporulation, heat tolerance, and multidrug transport
YNL334C	SNO2	0.4268	1	NA	1.076	Protein of unknown function, nearly identical to Sno3p; expression is induced before the diauxic shift and also in the absence of thiamin
YGL110C	CUE3	0.4262	1	4	1.056	Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination
YKL032C	IXR1	0.4262	1	8	0.959	Protein that binds DNA containing intrastrand cross-links formed by cisplatin, contains two HMG (high mobility group box) domains, which confer the ability to bend cisplatin-modified DNA; mediates aerobic transcriptional repression of COX5b
YPR017C	DSS4	0.426	8	8	NA	Nucleotide release factor functioning in the post-Golgi secretory pathway, required for ER-to-Golgi transport, binds zinc, found both on membranes and in the cytosol; guanine nucleotide dissociation stimulator
YPR011C	YPR011C	0.4259	NA	NA	1.186	Putative transporter, member of the mitochondrial carrier family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YEL048C	YEL048C	0.4257	NA	3	0.99	Putative protein of unknown function; synthetic lethal with gcs1delta
YLL060C	GTT2	0.4255	10	NA	1.024	Glutathione S-transferase capable of homodimerization; functional overlap with Gtt2p, Grx1p, and Grx2p
YJR015W	YJR015W	0.4255	NA	NA	1.042	Putative protein of unknown function; localizes to the endoplasmic reticulum and cytoplasm; predicted to encode a membrane transporter based on phylogenetic analysis; YJR015W is a non-essential gene
YGR212W	SLI1	0.4252	NA	NA	1.041	N-acetyltransferase, confers resistance to the sphingolipid biosynthesis inhibitor myriocin (ISP-1) by converting it into N-acetyl-myriocin, co-operates with Ypk1p in mediating resistance to myriocin
YDR050C	TPI1	0.4251	6	NA	1.059	Triose phosphate isomerase, abundant glycolytic enzyme; mRNA half-life is regulated by iron availability; transcription is controlled by activators Reb1p, Gcr1p, and Rap1p through binding sites in the 5' non-coding region
YJL187C	SWE1	0.4249	7	13	1.004	Protein kinase that regulates the G2/M transition by inhibition of Cdc28p kinase activity; localizes to the nucleus and to the daughter side of the mother-bud neck; homolog of S. pombe Wee1p; potential Cdc28p substrate
YBL075C	SSA3	0.4249	21	1	0.996	ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm
YDR257C	SET7	0.4247	NA	NA	0.933	Nuclear protein that contains a SET-domain, which have been shown to mediate methyltransferase activity in other proteins
YCR099C	YCR099C	0.4244	NA	NA	1.031	Putative protein of unknown function
YMR052W	FAR3	0.4244	2	2	0.985	Protein involved in G1 cell cycle arrest in response to pheromone, in a pathway different from the Far1p-dependent pathway; interacts with Far7p, Far8p, Far9p, Far10p, and Far11p
YDR515W	SLF1	0.4242	3	1	1.004	RNA binding protein that associates with polysomes; proposed to be involved in regulating mRNA translation; involved in the copper-dependent mineralization of copper sulfide complexes on cell surface in cells cultured in copper salts
YER106W	MAM1	0.4236	NA	NA	0.991	Monopolin, kinetochore associated protein involved in chromosome attachment to meiotic spindle
YLL061W	MMP1	0.4232	1	NA	1.028	High-affinity S-methylmethionine permease, required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p
YBL067C	UBP13	0.4231	3	1	0.885	Putative ubiquitin-specific protease
YBR093C	PHO5	0.4229	1	2	0.819	Repressible acid phosphatase (1 of 3) that also mediates extracellular nucleotide-derived phosphate hydrolysis; secretory pathway derived cell surface glycoprotein; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2
YKR028W	SAP190	0.4229	8	NA	0.983	Protein that forms a complex with the Sit4p protein phosphatase and is required for its function; member of a family of similar proteins including Sap4p, Sap155p, and Sap185p
YOR299W	BUD7	0.4228	6	NA	0.975	Member of the Chs5p-Arf1p-binding proteins (ChAPs), a group of 4 related, interacting proteins (Bch1p, Fmp50p, Bud7p, Chs6p) that mediate export of specific cargo proteins, including chitin synthase Chs3p, from the Golgi to plasma membrane
YDR422C	SIP1	0.4227	7	NA	1.004	Alternate beta-subunit of the Snf1p kinase complex, may confer substrate specificity; vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions
YOL138C	YOL138C	0.4224	NA	1	0.829	Putative protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the vacuole
YDL063C	YDL063C	0.4224	1	1	NA	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL063C is not an essential gene
YLR068W	FYV7	0.4223	NA	NA	0.684	Protein of unknown function, required for survival upon exposure to K1 killer toxin; involved in processing the 35S rRNA primary transcript to generate the 20S and 27SA2 pre-rRNA transcripts
YGL143C	MRF1	0.422	1	NA	0.702	Mitochondrial polypeptide chain release factor, involved in stop codon recognition and hydrolysis of the peptidyl-tRNA bond during mitochondrial translation; lack of MRF1 causes mitochondrial genome instability
YDL169C	UGX2	0.4215	NA	NA	0.991	Protein of unknown function, transcript accumulates in response to any combination of stress conditions
YPR114W	YPR114W	0.4215	2	NA	0.954	Putative protein of unknown function
YDR057W	YOS9	0.4214	7	NA	1.067	ER quality-control lectin; integral subunit of the HRD ligase; serves as a receptor for misfolded N-glycosylated proteins, participates in their targeting to ERAD; member of the OS-9 protein family
YER058W	PET117	0.4207	NA	NA	0.899	Protein required for assembly of cytochrome c oxidase
YBR288C	APM3	0.4204	3	6	1.059	Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway
YDR269C	YDR269C	0.4202	NA	NA	NA	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data
YBL051C	PIN4	0.4202	4	5	0.928	Protein involved in G2/M phase progression and response to DNA damage, interacts with Rad53p; contains an RNA recognition motif, a nuclear localization signal, and several SQ/TQ cluster domains; hyperphosphorylated in response to DNA damage
YER039C-A	YER039C-A	0.4202	NA	NA	0.998	Putative protein of unknown function; YER039C-A is not an essential gene
YPL214C	THI6	0.4201	NA	1	0.935	Bifunctional enzyme with thiamine-phosphate pyrophosphorylase and 4-methyl-5-beta-hydroxyethylthiazole kinase activities, required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern
YGR271W	SLH1	0.4199	NA	NA	0.981	Putative RNA helicase related to Ski2p, involved in translation inhibition of non-poly(A) mRNAs; required for repressing propagation of dsRNA viruses
YHR147C	MRPL6	0.4198	15	1	0.813	Mitochondrial ribosomal protein of the large subunit
YNL187W	YNL187W	0.4195	1	NA	1	Putative protein of unknown function; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; may interact with or be fuctionally redundant with Prp40p
YBR206W	YBR206W	0.4193	NA	NA	1.004	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene KTR3
YCL064C	CHA1	0.4191	1	NA	0.96	Catabolic L-serine (L-threonine) deaminase, catalyzes the degradation of both L-serine and L-threonine; required to use serine or threonine as the sole nitrogen source, transcriptionally induced by serine and threonine
YGL053W	PRM8	0.419	NA	NA	1.065	Pheromone-regulated protein with 2 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; forms a complex with Prp9p in the ER; member of DUP240 gene family
YLL025W	PAU17	0.419	NA	NA	0.981	Putative protein of unknown function; YLL025W is not an essential gene
YNL090W	RHO2	0.4183	5	1	1.05	Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins, involved in the establishment of cell polarity and in microtubule assembly
YNL183C	NPR1	0.4183	NA	NA	1.043	Protein kinase that stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation
YNL057W	YNL057W	0.4183	NA	NA	0.982	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
YDR250C	YDR250C	0.4181	NA	NA	1.011	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data
YOL082W	ATG19	0.4181	1	NA	1.048	Protein involved in the cytoplasm-to-vacuole targeting pathway and in autophagy, recognizes cargo proteins and delivers them to the preautophagosomal structure for eventual engulfment by the autophagosome and degradation
YMR026C	PEX12	0.418	3	1	1.09	RING-finger peroxisomal membrane peroxin that plays an essential role in peroxisome biogenesis and peroxisomal matrix protein import, forms translocation subcomplex with Pex2p and Pex10p
YER007W	PAC2	0.4177	3	22	1	Microtubule effector required for tubulin heterodimer formation, binds alpha-tubulin, required for normal microtubule function, null mutant exhibits cold-sensitive microtubules and sensitivity to benomyl
YHR181W	SVP26	0.4175	NA	8	NA	Integral membrane protein of the early Golgi apparatus and endoplasmic reticulum, involved in COP II vesicle transport; may also function to promote retention of proteins in the early Golgi compartment
YGR125W	YGR125W	0.4175	NA	NA	1.004	Putative protein of unknown function; deletion mutant has decreased rapamycin resistance but normal wormannin resistance; green fluorescent protein (GFP)-fusion protein localizes to the vacuole
YLR455W	YLR455W	0.4173	20	NA	NA	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)
