"rank","ORF","GENE","Putative TOR pathway","1 week ","2 week ","5 week ","7 weeks","Description","Function","Localization"
4010,"YDR159W","SAC3",,0.04,0.17,0.07,0.16,"mRNA-nucleus export*","protein binding","RNA nuclear export complex"
4011,"YHR041C","SRB2",,0.04,0.03,0,0.36,"transcription from Pol II promoter","RNA polymerase II transcription mediator activity","mediator complex"
4012,"YML122C",,,0.07,0.08,0.01,0.3,,,
4013,"YPL154C","PEP4",,1.29,0.1,0.03,0.27,"sporulation*","endopeptidase activity*","vacuole (sensu Fungi)"
4014,"YDR025W","RPS11A",,0.4,0.35,0.06,-0.02,"protein biosynthesis*","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
4015,"YGR105W","VMA21",,0.01,0.02,0,0.38,"protein complex assembly","molecular_function unknown","endoplasmic reticulum*"
4016,"YDR234W","LYS4",,0.05,0.06,0,0.33,"lysine biosynthesis, aminoadipic pathway","homoaconitate hydratase activity","mitochondrion*"
4017,"YOR008C","SLG1",,0.01,0.05,0.02,0.32,"cell wall organization and biogenesis*","transmembrane receptor activity","membrane fraction*"
4018,"YBR131W","CCZ1",,1.58,0.04,0.01,0.34,"protein-vacuolar targeting*","guanyl-nucleotide exchange factor activity","membrane*"
4019,"YER131W","RPS26B",,0.19,0.27,0.22,-0.1,"protein biosynthesis","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
4020,"YHR004C","NEM1",,0.42,0.04,0.01,0.34,"sporulation (sensu Saccharomyces)*","molecular_function unknown","integral to membrane*"
4021,"YKL055C","OAR1",,1.57,0.26,0.03,0.1,"aerobic respiration*","3-oxoacyl-[acyl-carrier protein] reductase activity","mitochondrion"
4022,"YMR072W","ABF2",,0.22,0.09,0.04,0.26,"mitochondrial genome maintenance*","DNA binding","mitochondrial chromosome"
4023,"YOL012C","HTZ1",,0.14,0.03,0.03,0.33,"regulation of transcription from Pol II promoter*","chromatin binding","nuclear chromatin*"
4024,"YCL060C",,,0.53,0.48,0.07,-0.17,,,
4025,"YLR303W","MET17",,0.01,0.02,0.02,0.34,"methionine metabolism","O-acetylhomoserine aminocarboxypropyltransferase activity*","cytoplasm"
4026,"YOR323C","PRO2",,0.05,0.05,0.02,0.31,"proline biosynthesis","glutamate-5-semialdehyde dehydrogenase activity","cytoplasm*"
4027,"YBR292C",,,0.51,0.26,0.13,-0.01,,,
4028,"YIL029C",,,0.07,0.07,0.03,0.28,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4029,"YGR148C","RPL24B",,0.23,0.17,0.29,-0.08,"protein biosynthesis","structural constituent of ribosome*","cytosolic large ribosomal subunit (sensu Eukarya)"
4030,"YNL214W","PEX17",,0.42,0.39,0.04,-0.06,"peroxisome organization and biogenesis","protein binding","peroxisomal membrane"
4031,"YDR431W",,,1.59,0.55,0.07,-0.24,,,
4032,"YKL098W",,,0.11,0.07,0.04,0.26,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4033,"YBL036C",,,1.14,0.24,0.08,0.05,"amino acid metabolism","*","intracellular"
4034,"YGR112W","SHY1",,0.01,0.02,0,0.35,"aerobic respiration","chaperone activity","mitochondrial inner membrane"
4035,"YDR533C",,,0,0.01,0,0.36,"biological_process unknown","molecular_function unknown","soluble fraction"
4036,"YMR264W","CUE1",,0.62,0.27,0.12,-0.02,"ER-associated protein catabolism*","protein binding","integral to endoplasmic reticulum membrane"
4037,"YCL001W-A",,,0.33,0.15,0.08,0.15,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4038,"YOR091W",,,0.56,0.12,0.03,0.22,"biological_process unknown","molecular_function unknown","cytoplasm"
4039,"YLR021W",,,0.25,0.14,0.01,0.23,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4040,"YNL177C","MRPL22",,0.16,0.11,0.07,0.2,"protein biosynthesis*","structural constituent of ribosome","mitochondrial large ribosomal subunit"
4041,"YLR234W","TOP3",,0.06,0.09,0.02,0.26,"meiotic recombination*","DNA topoisomerase type I activity","nucleus"
4042,"YHL020C","OPI1",,0.78,0.23,0.11,0.03,"positive regulation of transcription from Pol II promoter*","transcription co-repressor activity","nucleus"
4043,"YGR135W","PRE9",,0.07,0.02,0,0.34,"ubiquitin-dependent protein catabolism","endopeptidase activity","proteasome core complex (sensu Eukarya)"
4044,"YJR050W","ISY1",,0.83,0.2,0,0.16,"nuclear mRNA splicing, via spliceosome","pre-mRNA splicing factor activity","spliceosome complex"
4045,"YER024W","YAT2",,0.49,0.47,0.34,-0.44,"alcohol metabolism*","carnitine O-acetyltransferase activity","cytoplasm"
4046,"YMR202W","ERG2",,0.12,0.35,0.22,-0.21,"ergosterol biosynthesis","C-8 sterol isomerase activity","endoplasmic reticulum"
4047,"YDR506C",,,0.76,0.61,0.26,-0.5,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4048,"YGR078C","PAC10",,0.47,0.12,0.01,0.23,"tubulin folding","tubulin binding","cytoplasm"
4049,"YBR266C",,,0.03,0.03,0.05,0.28,,,
4050,"YJL063C","MRPL8",,0.28,0.26,0,0.11,"protein biosynthesis*","structural constituent of ribosome","mitochondrial large ribosomal subunit"
4051,"YDR005C","MAF1",,0.45,0.08,0.02,0.26,"negative regulation of transcription from Pol III promoter","molecular_function unknown","nucleus"
4052,"YHR191C","CTF8",,0.01,0.03,0.01,0.32,"sister chromatid cohesion","molecular_function unknown","DNA replication factor C complex"
4053,"YDR150W","NUM1",,0.97,0.33,0.02,0.01,"nuclear migration (sensu Saccharomyces)*","tubulin binding","bud tip*"
4054,"YPL213W","LEA1",,0.65,0.1,0,0.26,"nuclear mRNA splicing, via spliceosome","pre-mRNA splicing factor activity","cytoplasm*"
4055,"YCL009C","ILV6",,0.5,0.41,0.07,-0.12,"branched chain family amino acid biosynthesis","enzyme regulator activity*","mitochondrion"
4056,"YGL126W","SCS3",,0.9,0.29,0.13,-0.06,"phospholipid metabolism","molecular_function unknown","endoplasmic reticulum"
4057,"YOL108C","INO4",,0.01,0.05,0.02,0.29,"positive regulation of transcription from Pol II promoter*","specific RNA polymerase II transcription factor activity","nucleus"
4058,"YKR001C","VPS1",,0,0.02,0.01,0.33,"protein-vacuolar targeting*","GTPase activity","membrane fraction"
4059,"YDR359C","VID21",,0.05,0.04,0.01,0.3,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4060,"YGR204W","ADE3",,0,0,-0.01,0.37,"purine base biosynthesis","formate-tetrahydrofolate ligase activity","cytoplasm*"
4061,"YDL071C",,,0.48,0.48,0.27,-0.39,,,
4062,"YOR023C","AHC1",,0.84,0.39,0.02,-0.05,"nucleosome disassembly","molecular_function unknown","Ada2/Gcn5/Ada3 transcription activator complex"
4063,"YHR207C","SET5",,1.04,0.63,0.01,-0.28,"biological_process unknown","molecular_function unknown","cytoplasm*"
4064,"YJL080C","SCP160",,0.36,0.2,0.04,0.12,"chromosome segregation*","RNA binding","endoplasmic reticulum membrane*"
4065,"YHR077C","NMD2",,0.43,0.55,0.07,-0.27,"mRNA catabolism*","protein binding","cytoplasm*"
4066,"YDL063C",,,0.93,0.34,0.07,-0.06,"biological_process unknown","molecular_function unknown","cytoplasm*"
4067,"YML022W","APT1",,0.02,0.02,0,0.33,"AMP biosynthesis","adenine phosphoribosyltransferase activity","cytoplasm*"
4068,"YLR384C","IKI3",,0.15,0.16,0.05,0.14,"regulation of transcription from Pol II promoter","Pol II transcription elongation factor activity*","transcription elongation factor complex*"
4069,"YJR109C","CPA2",,0.47,0.31,0.09,-0.05,"arginine biosynthesis","carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity","cytosol"
4070,"YML097C","VPS9",,0.21,0.15,0.01,0.19,"protein-vacuolar targeting","guanyl-nucleotide exchange factor activity","cytosol"
4071,"YHR026W","PPA1",,0.01,0.05,0,0.3,"vacuolar acidification","hydrogen-transporting ATPase activity, rotational mechanism","hydrogen-transporting ATPase V0 domain"
4072,"YJR073C","OPI3",,0.27,0.04,0.01,0.3,"phosphatidylcholine biosynthesis","phosphatidyl-N-methylethanolamine N-methyltransferase activity","endoplasmic reticulum"
4073,"YPL157W","TGS1",,0.04,0.06,0.02,0.26,"snRNA capping","RNA methyltransferase activity","nucleolus"
4074,"YDR363W","ESC2",,0.09,0.11,0,0.24,"chromatin silencing at HML and HMR (sensu Saccharomyces)","molecular_function unknown","nucleus"
4075,"YDR156W","RPA14",,0.17,0.16,0.02,0.17,"transcription from Pol I promoter","DNA-directed RNA polymerase activity","DNA-directed RNA polymerase I complex"
4076,"YMR280C","CAT8",,2.03,0.36,0.03,-0.05,"positive regulation of transcription from Pol II promoter*","specific RNA polymerase II transcription factor activity","nucleus"
4077,"YER092W","IES5",,0.48,0.23,0.06,0.06,"biological_process unknown","molecular_function unknown","nucleus"
4078,"YLR435W","TSR2",,0.05,0.08,0.01,0.25,"processing of 20S pre-rRNA","molecular_function unknown","cytoplasm*"
4079,"YLR374C",,,0.69,0.16,0.03,0.15,,,
4080,"YMR138W","CIN4",,0.12,0.06,0.03,0.26,"microtubule-based process","GTP binding","cytoplasm"
4081,"YLR396C","VPS33",,0,0,-0.01,0.36,"late endosome to vacuole transport*","ATP binding","cytosol*"
4082,"YDL050C",,,1.14,0.5,0.02,-0.18,,,
4083,"YMR312W","ELP6",,0.31,0.2,0.05,0.09,"regulation of transcription from Pol II promoter","Pol II transcription elongation factor activity","transcription elongation factor complex"
4084,"YOR138C","RUP1",,0.54,0.15,0,0.19,"biological_process unknown","molecular_function unknown","cytoplasm*"
4085,"YLR382C","NAM2",,0.01,0.03,0.01,0.31,"Group I intron splicing*","mRNA binding*","mitochondrion"
4086,"YDR316W",,,0.11,0.07,0.04,0.23,"biological_process unknown","S-adenosylmethionine-dependent methyltransferase activity","mitochondrion"
4087,"YML123C","PHO84",,0.02,0.03,0.02,0.29,"phosphate transport","inorganic phosphate transporter activity","integral to plasma membrane"
4088,"YNL079C","TPM1",,0.15,0.08,0.01,0.24,"establishment of cell polarity (sensu Saccharomyces)*","actin lateral binding","contractile ring (sensu Saccharomyces)*"
4089,"YLL040C","VPS13",,0.6,0.29,0.01,0.04,"late endosome to vacuole transport*","molecular_function unknown","extrinsic to membrane"
4090,"YOR199W",,,0.16,0.08,0.02,0.24,,,
4091,"YNL229C","URE2",,0.02,0.03,0.02,0.28,"regulation of nitrogen utilization","transcription co-repressor activity","soluble fraction"
4092,"YLR052W","IES3",,0.15,0.15,0.03,0.16,"chromatin modeling","molecular_function unknown","nucleus*"
4093,"YGL051W","MST27",,0.71,1.15,0.79,-1.61,"vesicle organization and biogenesis","protein binding","endoplasmic reticulum*"
4094,"YDR069C","DOA4",,0,0.01,0.01,0.31,"endocytosis*","endopeptidase activity*","proteasome complex (sensu Eukarya)"
4095,"YMR115W","FMP24",,1.19,0.4,0.19,-0.25,"biological_process unknown","molecular_function unknown","mitochondrion"
4096,"YLR062C","BUD28",,0.02,0.06,0.03,0.24,"bud site selection","molecular_function unknown","cellular_component unknown"
4097,"YDL077C","VAM6",,0.81,0.11,0.06,0.15,"homotypic vacuole fusion (non-autophagic)*","Rab guanyl-nucleotide exchange factor activity","vacuole (sensu Fungi)*"
4098,"YJR102C","VPS25",,0.14,0.04,0.02,0.26,"protein-vacuolar targeting*","molecular_function unknown","endosome"
4099,"YPR173C","VPS4",,0.01,0.03,0.02,0.28,"late endosome to vacuole transport*","ATPase activity","cytoplasm*"
4100,"YNL073W","MSK1",,0.01,0.02,0.01,0.29,"lysyl-tRNA aminoacylation","lysine-tRNA ligase activity","mitochondrion"
4101,"YER164W","CHD1",,0.34,0.24,0.03,0.05,"chromatin modeling*","ATPase activity*","transcription elongation factor complex"
4102,"YDL051W","LHP1",,0.79,0.38,0.03,-0.08,"tRNA processing","RNA binding","nucleus*"
4103,"YJL164C","TPK1",,0.38,0.29,0.08,-0.05,"protein amino acid phosphorylation*","protein serine/threonine kinase activity*","cytoplasm*"
4104,"YBR207W","FTH1",,0.01,0.02,0.01,0.29,"endocytosis","molecular_function unknown","vacuolar membrane (sensu Fungi)"
4105,"YIL090W",,,0.28,0.2,0.11,0.01,"biological_process unknown","molecular_function unknown","endoplasmic reticulum"
4106,"YJL120W",,,0.08,0.03,0.08,0.21,,,
4107,"YOR200W",,,0,0.02,0.01,0.29,,,
4108,"YDR022C","CIS1",,1.11,0.17,0.02,0.12,"regulation of CDK activity","molecular_function unknown","cytoplasm"
4109,"YHR005C","GPA1",,0.01,0.02,0.01,0.28,"signal transduction during conjugation with cellular fusion","heterotrimeric G-protein GTPase activity","plasma membrane*"
4110,"YJL175W",,,0.47,0.13,0.01,0.17,,,
4111,"YGR208W","SER2",,0.08,0.01,0.01,0.29,"serine family amino acid biosynthesis","phosphoserine phosphatase activity","cytoplasm*"
4112,"YNL196C",,,0.96,0.23,0.22,-0.15,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4113,"YPR120C","CLB5",,0.63,0.28,0.07,-0.04,"G1/S transition of mitotic cell cycle*","cyclin-dependent protein kinase, intrinsic regulator activity","nucleus"
4114,"YOR067C","ALG8",,0.8,0.18,0.02,0.1,"dolichol-linked oligosaccharide biosynthesis*","oligosaccharyl transferase activity","endoplasmic reticulum membrane"
4115,"YLR370C","ARC18",,0.35,0.15,0.02,0.13,"actin filament organization","structural constituent of cytoskeleton","Arp2/3 protein complex"
4116,"YHR008C","SOD2",,0.01,0.03,0.01,0.27,"oxygen and reactive oxygen species metabolism","manganese superoxide dismutase activity","mitochondrion*"
4117,"YDR378C","LSM6",,0.08,0.03,0.03,0.24,"nuclear mRNA splicing, via spliceosome","pre-mRNA splicing factor activity","small nuclear ribonucleoprotein complex"
4118,"YCR044C","PER1",,0.01,0.09,0.04,0.17,"response to unfolded protein*","molecular_function unknown","vacuolar membrane (sensu Fungi)"
4119,"YMR156C","TPP1",,0.19,0.11,0.02,0.17,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4120,"YMR219W","ESC1",,0.38,0.25,0.03,0.02,"chromatin silencing at telomere","molecular_function unknown","nucleus"
4121,"YBR251W","MRPS5",,0.01,0.03,0.02,0.25,"protein biosynthesis","structural constituent of ribosome","mitochondrial small ribosomal subunit*"
4122,"YJR134C","SGM1",,0.74,0.52,0.15,-0.38,"biological_process unknown","molecular_function unknown","Golgi apparatus*"
4123,"YNL184C",,,0.01,0.04,0.02,0.23,,,
4124,"YHR168W",,,0.01,0.08,0.01,0.2,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4125,"YJR053W","BFA1",,0.81,0.5,0.15,-0.35,"conjugation with cellular fusion*","GTPase activator activity","spindle pole body"
4126,"YIR026C","YVH1",,0.05,0.07,0.03,0.2,"meiosis*","protein tyrosine phosphatase activity","cytoplasm"
4127,"YDR477W","SNF1",,0.01,0.03,0.01,0.25,"protein amino acid phosphorylation*","SNF1A/AMP-activated protein kinase activity","cytoplasm*"
4128,"YCR020W-B","HTL1",,0.14,0.03,0.04,0.21,"regulation of cell cycle*","molecular_function unknown","RSC complex"
4129,"YML128C","MSC1",,0.06,0.04,0.03,0.22,"meiotic recombination","molecular_function unknown","endoplasmic reticulum"
4130,"YHR203C","RPS4B",,0.42,0.2,0.05,0.05,"protein biosynthesis","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
4131,"YMR098C",,,0.01,0.03,0.01,0.25,"biological_process unknown","molecular_function unknown","mitochondrion"
4132,"YFR021W","ATG18",,1.83,0.04,0.03,0.22,"protein-vacuolar targeting*","molecular_function unknown","cytosol"
4133,"YOL076W","MDM20",,0.12,0.08,0.02,0.2,"cytoskeleton organization and biogenesis*","peptide alpha-N-acetyltransferase activity*","intracellular"
4134,"YDR425W","SNX41",,0.47,0.23,0.16,-0.1,"protein transport","protein transporter activity","endosome"
4135,"YHR143W","DSE2",,0.01,0.03,0.01,0.24,"cell wall organization and biogenesis*","glucan 1,3-beta-glucosidase activity","cell wall (sensu Fungi)*"
4136,"YGL064C","MRH4",,0.01,0.02,0,0.26,"ribosome biogenesis","RNA helicase activity","mitochondrion"
4137,"YGR062C","COX18",,0.01,0.02,0.01,0.25,"cytochrome c oxidase biogenesis","molecular_function unknown","mitochondrial inner membrane*"
4138,"YGR081C","SLX9",,0.33,0.18,0.01,0.09,"DNA metabolism","molecular_function unknown","nucleus*"
4139,"YIR017C","MET28",,0.01,0.03,0.01,0.25,"regulation of transcription from Pol II promoter*","DNA binding*","nucleus"
4140,"YLR377C","FBP1",,0.46,0.18,0.03,0.07,"gluconeogenesis","fructose-bisphosphatase activity","cytosol"
4141,"YCL038C","ATG22",,0.64,0.32,0.04,-0.08,"protein-vacuolar targeting*","molecular_function unknown","cellular_component unknown"
4142,"YKR035W-A","DID2",,0.3,0.11,0.01,0.16,"protein-vacuolar targeting","molecular_function unknown","cytoplasm"
4143,"YLR065C",,,0.03,0.05,0.02,0.22,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4144,"YBR179C","FZO1",,0,0.02,0.02,0.24,"mitochondrion organization and biogenesis*","GTPase activity","mitochondrial outer membrane"
4145,"YDR318W","MCM21",,0.17,0.18,0.14,-0.04,"chromosome segregation","protein binding","condensed nuclear chromosome kinetochore"
4146,"YML095C-A",,,0.28,0.07,0.01,0.2,,,
4147,"YNL288W","CAF40",,0.69,0.25,0.06,-0.04,"regulation of transcription from Pol II promoter","molecular_function unknown","CCR4-NOT complex"
4148,"YCR051W",,,0.47,0.22,0.11,-0.05,"biological_process unknown","molecular_function unknown","cytoplasm*"
4149,"YDL116W","NUP84",,0.07,0.03,0.01,0.23,"mRNA-nucleus export*","structural molecule activity","nuclear pore"
4150,"YIL153W","RRD1",,1.02,0.37,0.36,-0.46,"DNA repair*","protein phosphatase type 2A, intrinsic regulator activity","cytosol*"
4151,"YOR097C",,,0.65,0.26,0.04,-0.03,"biological_process unknown","molecular_function unknown","cellular_component unknown"
4152,"YAL058W","CNE1",,0.33,0.19,0.05,0.03,"ER-associated protein catabolism","molecular_function unknown","integral to endoplasmic reticulum membrane"
4153,"YOR360C","PDE2",,0.14,0.07,0.02,0.18,"cAMP-mediated signaling","cAMP-specific phosphodiesterase activity","cytoplasm*"
4154,"YPL271W","ATP15",,0.01,0.03,0.01,0.23,"ATP synthesis coupled proton transport","hydrogen-transporting ATP synthase activity, rotational mechanism","proton-transporting ATP synthase, central stalk (sensu Eukarya)"
4155,"YJL053W","PEP8",,0.9,0.57,-0.01,-0.29,"protein-Golgi retention*","molecular_function unknown","endosome"
4156,"YHR171W","ATG7",,0.99,0.01,0.02,0.23,"protein-vacuolar targeting*","ubiquitin-like conjugating enzyme activity","cellular_component unknown"
4157,"YDR083W","RRP8",,0.04,0.06,0.1,0.11,"rRNA processing","methyltransferase activity","nucleolus"
4158,"YDR137W","RGP1",,0.18,0.1,0.02,0.15,"intracellular protein transport","guanyl-nucleotide exchange factor activity","Golgi apparatus"
4159,"YBR278W","DPB3",,0.56,0.23,0.06,-0.02,"lagging strand elongation*","epsilon DNA polymerase activity","replication fork"
